OBJECTID;code;X;Y;workplaceP;;;
693;693;1;1;2436,827471;;0;165
694;694;1;1;2436,827471;;0;165
695;695;1;1;2436,827471;;0;165
696;696;1;1;2436,827471;;0;165
697;697;1;1;2436,827471;;0;165
698;698;1;1;2684,72692;16108,36152;1;166
699;699;1;1;2684,72692;;0;166
700;700;1;1;2684,72692;;0;166
701;701;1;1;2684,72692;;0;166
702;702;1;1;2684,72692;;0;166
703;703;1;1;2684,72692;;0;166
704;704;1;1;2250,666532;18005,33226;1;167
705;705;1;1;2250,666532;;0;167
706;706;1;1;2250,666532;;0;167
707;707;1;1;2250,666532;;0;167
708;708;1;1;2250,666532;;0;167
709;709;1;1;2250,666532;;0;167
710;710;1;1;2250,666532;;0;167
711;711;1;1;2250,666532;;0;167
712;712;1;1;2838,512026;17031,07216;1;168
713;713;1;1;2838,512026;;0;168
714;714;1;1;2838,512026;;0;168
715;715;1;1;2838,512026;;0;168
716;716;1;1;2838,512026;;0;168
717;717;1;1;2838,512026;;0;168
718;718;1;1;2697,511219;13487,5561;1;169
719;719;1;1;2697,511219;;0;169
720;720;1;1;2697,511219;;0;169
721;721;1;1;2697,511219;;0;169
722;722;1;1;2697,511219;;0;169
723;723;1;1;1063,026742;3189,080226;1;170
724;724;1;1;1063,026742;;0;170
725;725;1;1;1063,026742;;0;170
726;726;1;1;960,3229703;960,3229703;1;171
727;727;1;1;0;0;0;171
728;728;1;1;2181,609026;19634,48123;1;172
729;729;1;1;2181,609026;;0;172
730;730;1;1;2181,609026;;0;172
731;731;1;1;2181,609026;;0;172
732;732;1;1;2181,609026;;0;172
733;733;1;1;2181,609026;;0;172
734;734;1;1;2181,609026;;0;172
735;735;1;1;2181,609026;;0;172
736;736;1;1;2181,609026;;0;172
737;737;1;1;4801,305525;14403,91658;1;173
738;738;1;1;4801,305525;;0;173
739;739;1;1;4801,305525;;0;173
740;740;1;1;9821,864731;19643,72946;1;174
741;741;1;1;9821,864731;;0;174
742;742;1;1;5301,103806;10602,20761;1;175
743;743;1;1;5301,103806;;0;175
744;744;1;1;3186,181174;25489,44939;1;176
745;745;1;1;3186,181174;;0;176
746;746;1;1;3186,181174;;0;176
747;747;1;1;3186,181174;;0;176
748;748;1;1;3186,181174;;0;176
749;749;1;1;3186,181174;;0;176
750;750;1;1;3186,181174;;0;176
751;751;1;1;3186,181174;;0;176
752;752;1;1;9862,905164;9862,905164;1;177
753;753;1;1;3272,250579;13089,00232;1;178
754;754;1;1;3272,250579;;0;178
755;755;1;1;3272,250579;;0;178
756;756;1;1;3272,250579;;0;178
757;757;1;1;2532,05049;17724,35343;1;179
758;758;1;1;2532,05049;;0;179
759;759;1;1;2532,05049;;0;179
760;760;1;1;2532,05049;;0;179
761;761;1;1;2532,05049;;0;179
762;762;1;1;2532,05049;;0;179
763;763;1;1;2532,05049;;0;179
764;764;1;1;3633,233048;18166,16524;1;180
765;765;1;1;3633,233048;;0;180
766;766;1;1;3633,233048;;0;180
767;767;1;1;3633,233048;;0;180
768;768;1;1;3633,233048;;0;180
769;769;1;1;4439,589722;8879,179444;1;181
770;770;1;1;4439,589722;;0;181
771;771;1;1;7876,163778;7876,163778;1;182
772;772;1;1;2745,03952;10980,15808;1;183
773;773;1;1;2745,03952;;0;183
774;774;1;1;2745,03952;;0;183
775;775;1;1;2745,03952;;0;183
776;776;1;1;5031,010971;25155,05486;1;184
777;777;1;1;5031,010971;;0;184
778;778;1;1;5031,010971;;0;184
779;779;1;1;5031,010971;;0;184
780;780;1;1;5031,010971;;0;184
781;781;1;1;4043,951836;28307,66285;1;185
782;782;1;1;4043,951836;;0;185
783;783;1;1;4043,951836;;0;185
784;784;1;1;4043,951836;;0;185
785;785;1;1;4043,951836;;0;185
786;786;1;1;4043,951836;;0;185
787;787;1;1;4043,951836;;0;185
788;788;1;1;1722,742983;5168,228949;1;186
789;789;1;1;1722,742983;;0;186
790;790;1;1;1722,742983;;0;186
791;791;1;1;3725,239095;22351,43457;1;187
792;792;1;1;3725,239095;;0;187
793;793;1;1;3725,239095;;0;187
794;794;1;1;3725,239095;;0;187
795;795;1;1;3725,239095;;0;187
796;796;1;1;3725,239095;;0;187
797;797;1;1;5322,139694;10644,27939;1;188
798;798;1;1;5322,139694;;0;188
799;799;1;1;4886,276334;9772,552668;1;189
800;800;1;1;4886,276334;;0;189
801;801;1;1;5909,831531;23639,32612;1;190
802;802;1;1;5909,831531;;0;190
803;803;1;1;5909,831531;;0;190
804;804;1;1;5909,831531;;0;190
805;805;1;1;4635,159889;13905,47967;1;191
806;806;1;1;4635,159889;;0;191
807;807;1;1;4635,159889;;0;191
808;808;1;1;3976,312358;15905,24943;1;192
809;809;1;1;3976,312358;;0;192
810;810;1;1;3976,312358;;0;192
811;811;1;1;3976,312358;;0;192
812;812;1;1;2226,927237;15588,49066;1;193
813;813;1;1;2226,927237;;0;193
814;814;1;1;2226,927237;;0;193
815;815;1;1;2226,927237;;0;193
816;816;1;1;2226,927237;;0;193
817;817;1;1;2226,927237;;0;193
818;818;1;1;2226,927237;;0;193
819;819;1;1;3349,818309;20098,90985;1;194
820;820;1;1;3349,818309;;0;194
821;821;1;1;3349,818309;;0;194
822;822;1;1;3349,818309;;0;194
823;823;1;1;3349,818309;;0;194
824;824;1;1;3349,818309;;0;194
825;825;1;1;5888,48049;23553,92196;1;195
826;826;1;1;5888,48049;;0;195
827;827;1;1;5888,48049;;0;195
828;828;1;1;5888,48049;;0;195
829;829;1;1;3216,79586;16083,9793;1;196
830;830;1;1;3216,79586;;0;196
831;831;1;1;3216,79586;;0;196
832;832;1;1;3216,79586;;0;196
833;833;1;1;3216,79586;;0;196
834;834;1;1;6533,07128;19599,21384;1;197
835;835;1;1;6533,07128;;0;197
836;836;1;1;6533,07128;;0;197
837;837;1;1;1835,421325;5506,263975;1;198
838;838;1;1;1835,421325;;0;198
839;839;1;1;1835,421325;;0;198
840;840;1;1;11183,63294;22367,26588;1;199
841;841;1;1;11183,63294;;0;199
842;842;1;1;4029,638117;24177,8287;1;200
843;843;1;1;4029,638117;;0;200
844;844;1;1;4029,638117;;0;200
845;845;1;1;4029,638117;;0;200
846;846;1;1;4029,638117;;0;200
847;847;1;1;4029,638117;;0;200
848;848;1;1;2447,312291;12236,56146;1;201
849;849;1;1;2447,312291;;0;201
850;850;1;1;2447,312291;;0;201
851;851;1;1;2447,312291;;0;201
852;852;1;1;2447,312291;;0;201
853;853;1;1;3762,715486;15050,86194;1;202
854;854;1;1;3762,715486;;0;202
855;855;1;1;3762,715486;;0;202
856;856;1;1;3762,715486;;0;202
857;857;1;1;2402,188588;12010,94294;1;203
858;858;1;1;2402,188588;;0;203
859;859;1;1;2402,188588;;0;203
860;860;1;1;2402,188588;;0;203
861;861;1;1;2402,188588;;0;203
862;862;1;1;8778,343195;17556,68639;1;204
863;863;1;1;8778,343195;;0;204
864;864;1;1;3337,089529;6674,179058;1;205
865;865;1;1;3337,089529;;0;205
866;866;1;1;4835,781803;14507,34541;1;206
867;867;1;1;4835,781803;;0;206
868;868;1;1;4835,781803;;0;206
869;869;1;1;6997,742946;13995,48589;1;207
870;870;1;1;6997,742946;;0;207
871;871;1;1;2422,287828;4844,575656;1;208
872;872;1;1;2422,287828;;0;208
873;873;1;1;531,4771285;531,4771285;1;209
874;874;1;1;2978,343141;8935,029423;1;210
875;875;1;1;2978,343141;;0;210
876;876;1;1;2978,343141;;0;210
877;877;1;1;1681,427967;11769,99577;1;211
878;878;1;1;1681,427967;;0;211
879;879;1;1;1681,427967;;0;211
880;880;1;1;1681,427967;;0;211
881;881;1;1;1681,427967;;0;211
882;882;1;1;1681,427967;;0;211
883;883;1;1;1681,427967;;0;211
884;884;1;1;3442,047445;17210,23723;1;212
885;885;1;1;3442,047445;;0;212
886;886;1;1;3442,047445;;0;212
887;887;1;1;3442,047445;;0;212
888;888;1;1;3442,047445;;0;212
889;889;1;1;2925,098466;5850,196932;1;213
890;890;1;1;2925,098466;;0;213
891;891;1;1;3066,736942;27600,63248;1;214
892;892;1;1;3066,736942;;0;214
893;893;1;1;3066,736942;;0;214
894;894;1;1;3066,736942;;0;214
895;895;1;1;3066,736942;;0;214
896;896;1;1;3066,736942;;0;214
897;897;1;1;3066,736942;;0;214
898;898;1;1;3066,736942;;0;214
899;899;1;1;3066,736942;;0;214
900;900;1;1;3189,92264;6379,84528;1;215
901;901;1;1;3189,92264;;0;215
902;902;1;1;3323,88109;19943,28654;1;216
903;903;1;1;3323,88109;;0;216
904;904;1;1;3323,88109;;0;216
905;905;1;1;3323,88109;;0;216
906;906;1;1;3323,88109;;0;216
907;907;1;1;3323,88109;;0;216
908;908;1;1;1217,972554;6089,86277;1;217
909;909;1;1;1217,972554;;0;217
910;910;1;1;1217,972554;;0;217
911;911;1;1;1217,972554;;0;217
912;912;1;1;1217,972554;;0;217
913;913;1;1;3846,506157;15386,02463;1;218
914;914;1;1;3846,506157;;0;218
915;915;1;1;3846,506157;;0;218
916;916;1;1;3846,506157;;0;218
917;917;1;1;2050,800348;8203,201392;1;219
918;918;1;1;2050,800348;;0;219
919;919;1;1;2050,800348;;0;219
920;920;1;1;2050,800348;;0;219
921;921;1;1;2271,139709;6813,419127;1;220
922;922;1;1;2271,139709;;0;220
923;923;1;1;2271,139709;;0;220
924;924;1;1;3304,387971;13217,55188;1;221
925;925;1;1;3304,387971;;0;221
926;926;1;1;3304,387971;;0;221
927;927;1;1;3304,387971;;0;221
928;928;1;1;2117,496566;12704,9794;1;222
929;929;1;1;2117,496566;;0;222
930;930;1;1;2117,496566;;0;222
931;931;1;1;2117,496566;;0;222
932;932;1;1;2117,496566;;0;222
933;933;1;1;2117,496566;;0;222
934;934;1;1;4246,627046;25479,76228;1;223
935;935;1;1;4246,627046;;0;223
936;936;1;1;4246,627046;;0;223
937;937;1;1;4246,627046;;0;223
938;938;1;1;4246,627046;;0;223
939;939;1;1;4246,627046;;0;223
940;940;1;1;2744,952267;13724,76134;1;224
941;941;1;1;2744,952267;;0;224
942;942;1;1;2744,952267;;0;224
943;943;1;1;2744,952267;;0;224
944;944;1;1;2744,952267;;0;224
945;945;1;1;4425,543272;17702,17309;1;225
946;946;1;1;4425,543272;;0;225
947;947;1;1;4425,543272;;0;225
948;948;1;1;4425,543272;;0;225
949;949;1;1;4572,199889;22860,99945;1;226
950;950;1;1;4572,199889;;0;226
951;951;1;1;4572,199889;;0;226
952;952;1;1;4572,199889;;0;226
953;953;1;1;4572,199889;;0;226
954;954;1;1;4593,826948;18375,30779;1;227
955;955;1;1;4593,826948;;0;227
956;956;1;1;4593,826948;;0;227
957;957;1;1;4593,826948;;0;227
958;958;1;1;11074,19322;33222,57966;1;228
959;959;1;1;11074,19322;;0;228
960;960;1;1;11074,19322;;0;228
961;961;1;1;2814,247126;2814,247126;1;229
962;962;1;1;6129,750823;12259,50165;1;230
963;963;1;1;6129,750823;;0;230
964;964;1;1;4253,610442;8507,220884;1;231
965;965;1;1;4253,610442;;0;231
966;966;1;1;2912,850116;11651,40046;1;232
967;967;1;1;2912,850116;;0;232
968;968;1;1;2912,850116;;0;232
969;969;1;1;2912,850116;;0;232
970;970;1;1;4552,945184;9105,890368;1;233
971;971;1;1;4552,945184;;0;233
972;972;1;1;4227,274631;8454,549262;1;234
973;973;1;1;4227,274631;;0;234
974;974;1;1;1653,143124;21490,86061;1;235
975;975;1;1;1653,143124;;0;235
976;976;1;1;1653,143124;;0;235
977;977;1;1;1653,143124;;0;235
978;978;1;1;1653,143124;;0;235
979;979;1;1;1653,143124;;0;235
980;980;1;1;1653,143124;;0;235
981;981;1;1;1653,143124;;0;235
982;982;1;1;1653,143124;;0;235
983;983;1;1;1653,143124;;0;235
984;984;1;1;1653,143124;;0;235
985;985;1;1;1653,143124;;0;235
986;986;1;1;1653,143124;;0;235
987;987;1;1;1957,237257;15657,89806;1;236
988;988;1;1;1957,237257;;0;236
989;989;1;1;1957,237257;;0;236
990;990;1;1;1957,237257;;0;236
991;991;1;1;1957,237257;;0;236
992;992;1;1;1957,237257;;0;236
993;993;1;1;1957,237257;;0;236
994;994;1;1;1957,237257;;0;236
995;995;1;1;1920,154244;9600,77122;1;237
996;996;1;1;1920,154244;;0;237
997;997;1;1;1920,154244;;0;237
998;998;1;1;1920,154244;;0;237
999;999;1;1;1920,154244;;0;237
1000;1000;1;1;2034,276287;8137,105148;1;238
1001;1001;1;1;2034,276287;;0;238
1002;1002;1;1;2034,276287;;0;238
1003;1003;1;1;2034,276287;;0;238
1004;1004;1;1;3009,366237;12037,46495;1;239
1005;1005;1;1;3009,366237;;0;239
1006;1006;1;1;3009,366237;;0;239
1007;1007;1;1;3009,366237;;0;239
1008;1008;1;1;2950,856544;11803,42618;1;240
1009;1009;1;1;2950,856544;;0;240
1010;1010;1;1;2950,856544;;0;240
1011;1011;1;1;2950,856544;;0;240
1012;1012;1;1;3045,256251;12181,025;1;241
1013;1013;1;1;3045,256251;;0;241
1014;1014;1;1;3045,256251;;0;241
1015;1015;1;1;3045,256251;;0;241
1016;1016;1;1;4284,959965;17139,83986;1;242
1017;1017;1;1;4284,959965;;0;242
1018;1018;1;1;4284,959965;;0;242
1019;1019;1;1;4284,959965;;0;242
1020;1020;1;1;3465,085869;13860,34348;1;243
1021;1021;1;1;3465,085869;;0;243
1022;1022;1;1;3465,085869;;0;243
1023;1023;1;1;3465,085869;;0;243
1024;1024;1;1;3187,890659;15939,4533;1;244
1025;1025;1;1;3187,890659;;0;244
1026;1026;1;1;3187,890659;;0;244
1027;1027;1;1;3187,890659;;0;244
1028;1028;1;1;3187,890659;;0;244
1029;1029;1;1;5188,446536;15565,33961;1;245
1030;1030;1;1;5188,446536;;0;245
1031;1031;1;1;5188,446536;;0;245
1032;1032;1;1;3627,585612;7255,171224;1;246
1033;1033;1;1;3627,585612;;0;246
1034;1034;1;1;4090,810275;12272,43083;1;247
1035;1035;1;1;4090,810275;;0;247
1036;1036;1;1;4090,810275;;0;247
1037;1037;1;1;2836,347856;17018,08714;1;248
1038;1038;1;1;2836,347856;;0;248
1039;1039;1;1;2836,347856;;0;248
1040;1040;1;1;2836,347856;;0;248
1041;1041;1;1;2836,347856;;0;248
1042;1042;1;1;2836,347856;;0;248
1043;1043;1;1;2841,099941;17046,59965;1;249
1044;1044;1;1;2841,099941;;0;249
1045;1045;1;1;2841,099941;;0;249
1046;1046;1;1;2841,099941;;0;249
1047;1047;1;1;2841,099941;;0;249
1048;1048;1;1;2841,099941;;0;249
1049;1049;1;1;3760,538076;18802,69038;1;250
1050;1050;1;1;3760,538076;;0;250
1051;1051;1;1;3760,538076;;0;250
1052;1052;1;1;3760,538076;;0;250
1053;1053;1;1;3760,538076;;0;250
1054;1054;1;1;3711,599832;3711,599832;1;251
1055;1055;1;1;4673,580566;14020,7417;1;252
1056;1056;1;1;4673,580566;;0;252
1057;1057;1;1;4673,580566;;0;252
1058;1058;1;1;6323,284706;25293,13882;1;253
1059;1059;1;1;6323,284706;;0;253
1060;1060;1;1;6323,284706;;0;253
1061;1061;1;1;6323,284706;;0;253
1062;1062;1;1;3920,735895;23524,41537;1;254
1063;1063;1;1;3920,735895;;0;254
1064;1064;1;1;3920,735895;;0;254
1065;1065;1;1;3920,735895;;0;254
1066;1066;1;1;3920,735895;;0;254
1067;1067;1;1;3920,735895;;0;254
1068;1068;1;1;2802,437419;25221,93677;1;255
1069;1069;1;1;2802,437419;;0;255
1070;1070;1;1;2802,437419;;0;255
1071;1071;1;1;2802,437419;;0;255
1072;1072;1;1;2802,437419;;0;255
1073;1073;1;1;2802,437419;;0;255
1074;1074;1;1;2802,437419;;0;255
1075;1075;1;1;2802,437419;;0;255
1076;1076;1;1;2802,437419;;0;255
1077;1077;1;1;2913,398565;14566,99283;1;256
1078;1078;1;1;2913,398565;;0;256
1079;1079;1;1;2913,398565;;0;256
1080;1080;1;1;2913,398565;;0;256
1081;1081;1;1;2913,398565;;0;256
1082;1082;1;1;8048,946251;24146,83875;1;257
1083;1083;1;1;8048,946251;;0;257
1084;1084;1;1;8048,946251;;0;257
1085;1085;1;1;16135,29466;32270,58932;1;258
1086;1086;1;1;16135,29466;;0;258
1087;1087;1;1;6843,304836;6843,304836;1;259
1088;1088;1;1;5981,771724;41872,40207;1;260
1089;1089;1;1;5981,771724;;0;260
1090;1090;1;1;5981,771724;;0;260
1091;1091;1;1;5981,771724;;0;260
1092;1092;1;1;5981,771724;;0;260
1093;1093;1;1;5981,771724;;0;260
1094;1094;1;1;5981,771724;;0;260
1095;1095;1;1;11475,33461;22950,66922;1;261
1096;1096;1;1;11475,33461;;0;261
1097;1097;1;1;4908,633315;14725,89995;1;262
1098;1098;1;1;4908,633315;;0;262
1099;1099;1;1;4908,633315;;0;262
1100;1100;1;1;1627,192591;4881,577773;1;263
1101;1101;1;1;1627,192591;;0;263
1102;1102;1;1;1627,192591;;0;263
1103;1103;1;1;5474,730111;10949,46022;1;264
1104;1104;1;1;5474,730111;;0;264
1105;1105;1;1;4764,700187;9529,400374;1;265
1106;1106;1;1;4764,700187;;0;265
1107;1107;1;1;9516,98611;28550,95833;1;266
1108;1108;1;1;9516,98611;;0;266
1109;1109;1;1;9516,98611;;0;266
1110;1110;1;1;11881,76896;35645,30688;1;267
1111;1111;1;1;11881,76896;;0;267
1112;1112;1;1;11881,76896;;0;267
1113;1113;1;1;6063,226142;12126,45228;1;268
1114;1114;1;1;6063,226142;;0;268
1115;1115;1;1;3220,865754;22546,06028;1;269
1116;1116;1;1;3220,865754;;0;269
1117;1117;1;1;3220,865754;;0;269
1118;1118;1;1;3220,865754;;0;269
1119;1119;1;1;3220,865754;;0;269
1120;1120;1;1;3220,865754;;0;269
1121;1121;1;1;3220,865754;;0;269
1122;1122;1;1;1680,584356;11764,09049;1;270
1123;1123;1;1;1680,584356;;0;270
1124;1124;1;1;1680,584356;;0;270
1125;1125;1;1;1680,584356;;0;270
1126;1126;1;1;1680,584356;;0;270
1127;1127;1;1;1680,584356;;0;270
1128;1128;1;1;1680,584356;;0;270
1129;1129;1;1;1492,940531;8957,643186;1;271
1130;1130;1;1;1492,940531;;0;271
1131;1131;1;1;1492,940531;;0;271
1132;1132;1;1;1492,940531;;0;271
1133;1133;1;1;1492,940531;;0;271
1134;1134;1;1;1492,940531;;0;271
1135;1135;1;1;4185,310181;29297,17127;1;272
1136;1136;1;1;4185,310181;;0;272
1137;1137;1;1;4185,310181;;0;272
1138;1138;1;1;4185,310181;;0;272
1139;1139;1;1;4185,310181;;0;272
1140;1140;1;1;4185,310181;;0;272
1141;1141;1;1;4185,310181;;0;272
1142;1142;1;1;12369,04694;49476,18776;1;273
1143;1143;1;1;12369,04694;;0;273
1144;1144;1;1;12369,04694;;0;273
1145;1145;1;1;12369,04694;;0;273
1146;1146;1;1;2880,879205;2880,879205;1;274
1147;1147;1;1;495,3437889;495,3437889;1;275
1148;1148;1;1;14318,43325;28636,8665;1;276
1149;1149;1;1;14318,43325;;0;276
1150;1150;1;1;8138,600792;8138,600792;1;277
1151;1151;1;1;6948,505974;83382,07169;1;278
1152;1152;1;1;6948,505974;;0;278
1153;1153;1;1;6948,505974;;0;278
1154;1154;1;1;6948,505974;;0;278
1155;1155;1;1;6948,505974;;0;278
1156;1156;1;1;6948,505974;;0;278
1157;1157;1;1;6948,505974;;0;278
1158;1158;1;1;6948,505974;;0;278
1159;1159;1;1;6948,505974;;0;278
1160;1160;1;1;6948,505974;;0;278
1161;1161;1;1;6948,505974;;0;278
1162;1162;1;1;6948,505974;;0;278
1163;1163;1;1;3419,36411;27354,91288;1;279
1164;1164;1;1;3419,36411;;0;279
1165;1165;1;1;3419,36411;;0;279
1166;1166;1;1;3419,36411;;0;279
1167;1167;1;1;3419,36411;;0;279
1168;1168;1;1;3419,36411;;0;279
1169;1169;1;1;3419,36411;;0;279
1170;1170;1;1;3419,36411;;0;279
1171;1171;1;1;6320,026637;37920,15982;1;280
1172;1172;1;1;6320,026637;;0;280
1173;1173;1;1;6320,026637;;0;280
1174;1174;1;1;6320,026637;;0;280
1175;1175;1;1;6320,026637;;0;280
1176;1176;1;1;6320,026637;;0;280
1177;1177;1;1;5025,883768;30155,30261;1;281
1178;1178;1;1;5025,883768;;0;281
1179;1179;1;1;5025,883768;;0;281
1180;1180;1;1;5025,883768;;0;281
1181;1181;1;1;5025,883768;;0;281
1182;1182;1;1;5025,883768;;0;281
1183;1183;1;1;3720,354625;26042,48238;1;282
1184;1184;1;1;3720,354625;;0;282
1185;1185;1;1;3720,354625;;0;282
1186;1186;1;1;3720,354625;;0;282
1187;1187;1;1;3720,354625;;0;282
1188;1188;1;1;3720,354625;;0;282
1189;1189;1;1;3720,354625;;0;282
1190;1190;1;1;4151,817934;20759,08967;1;283
1191;1191;1;1;4151,817934;;0;283
1192;1192;1;1;4151,817934;;0;283
1193;1193;1;1;4151,817934;;0;283
1194;1194;1;1;4151,817934;;0;283
1195;1195;1;1;6503,051541;19509,15462;1;284
1196;1196;1;1;6503,051541;;0;284
1197;1197;1;1;6503,051541;;0;284
1198;1198;1;1;3488,764126;10466,29238;1;285
1199;1199;1;1;3488,764126;;0;285
1200;1200;1;1;3488,764126;;0;285
1201;1201;1;1;2572,354336;7717,063008;1;286
1202;1202;1;1;2572,354336;;0;286
1203;1203;1;1;2572,354336;;0;286
1204;1204;1;1;7226,154673;14452,30935;1;287
1205;1205;1;1;7226,154673;;0;287
1206;1206;1;1;7008,435544;14016,87109;1;288
1207;1207;1;1;7008,435544;;0;288
1208;1208;1;1;2260,099183;13560,5951;1;289
1209;1209;1;1;2260,099183;;0;289
